id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
711	rubineau (2019)	"<table><tr><td>Authors:</td><td>rubineau, brian; lim, yisook; neblo, michael</td></tr><tr><td>Title:</td><td>low status rejection: how status hierarchies influence negative tie formation</td></tr><tr><td>Source:</td><td>social networks, 56, 33-44</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.08.005	0.0294	0.448	19	23	22	1.4851	2019	22	1.4851
712	brandenberger (2018)	"<table><tr><td>Authors:</td><td>brandenberger, laurence</td></tr><tr><td>Title:</td><td>trading favors-examining the temporal dynamics of reciprocity in congressional collaborations using relational event models</td></tr><tr><td>Source:</td><td>social networks, 54, 238-253</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.02.001	0.1335	0.5162	16	12	22	0.9447	2018	22	0.9447
713	jorgensen (2018)	"<table><tr><td>Authors:</td><td>jorgensen, terrence d.; forney, k. jean; hall, jeffrey a.; giles, steven m.</td></tr><tr><td>Title:</td><td>using modern methods for missing data analysis with the social relations model: a bridge to social network analysis</td></tr><tr><td>Source:</td><td>social networks, 54, 26-40</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.11.002	0.0261	0.758	10	3	22	0.9447	2018	22	0.9447
714	siciliano (2018)	"<table><tr><td>Authors:</td><td>siciliano, michael d.; welch, eric w.; feeney, mary k.</td></tr><tr><td>Title:</td><td>network exploration and exploitation: professional network churn and scientific production</td></tr><tr><td>Source:</td><td>social networks, 52, 167-179</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.07.003	-0.2288	-0.2988	15	5	22	0.9447	2018	22	0.9447
715	lazega (2016)	"<table><tr><td>Authors:</td><td>lazega, emmanuel; bar-hen, avner; barbillon, pierre; donnet, sophie</td></tr><tr><td>Title:</td><td>effects of competition on collective learning in advice networks</td></tr><tr><td>Source:</td><td>social networks, 47, 1-14</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.04.001	-0.2592	0.2843	15	13	22	0.7386	2016	22	0.7386
716	neal (2016)	"<table><tr><td>Authors:</td><td>neal, jennifer watling; neal, zachary p.; cappella, elise</td></tr><tr><td>Title:</td><td>seeing and being seen: predictors of accurate perceptions about classmates' relationships</td></tr><tr><td>Source:</td><td>social networks, 44, 1-8</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.07.002	0.2978	0.27	11	8	22	0.7386	2016	22	0.7386
718	heidler (2014)	"<table><tr><td>Authors:</td><td>heidler, richard; gamper, markus; herz, andreas; esser, florian</td></tr><tr><td>Title:</td><td>relationship patterns in the 19th century: the friendship network in a german boys' school class from 1880 to 1881 revisited</td></tr><tr><td>Source:</td><td>social networks, 37, 1-13</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.11.001	0.2154	0.3245	4	10	22	0.4467	2014	22	0.4467
719	mcclurg (2014)	"<table><tr><td>Authors:</td><td>mcclurg, scott d.; lazer, david</td></tr><tr><td>Title:</td><td>political networks</td></tr><tr><td>Source:</td><td>social networks, 36, 1-4</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.09.001	0.8786	-0.8853	12	2	22	0.4467	2014	22	0.4467
720	fu (2013)	"<table><tr><td>Authors:</td><td>fu, yang-chih; ho, hwai-chung; chen, hsiu man</td></tr><tr><td>Title:</td><td>weak ties and contact initiation in everyday life: exploring contextual variations from contact diaries</td></tr><tr><td>Source:</td><td>social networks, 35(3), 279-287</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.02.004	0.8946	-0.2271	12	13	22	0.4247	2013	22	0.4247
721	nastos (2013)	"<table><tr><td>Authors:</td><td>nastos, james; gao, yong</td></tr><tr><td>Title:</td><td>familial groups in social networks</td></tr><tr><td>Source:</td><td>social networks, 35(3), 439-450</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.05.001	-0.7017	-0.129	7	5	22	0.4247	2013	22	0.4247
722	pauksztat (2011)	"<table><tr><td>Authors:</td><td>pauksztat, birgit; steglich, christian; wittek, rafael</td></tr><tr><td>Title:</td><td>who speaks up to whom? a relational approach to employee voice</td></tr><tr><td>Source:</td><td>social networks, 33(4), 303-316</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.10.001	0.1756	0.5303	24	10	22	0.5176	2011	22	0.5176
723	bonacich (1981)	"<table><tr><td>Authors:</td><td>bonacich, p; domhoff, gw</td></tr><tr><td>Title:</td><td>latent classes and group membership</td></tr><tr><td>Source:</td><td>social networks, 3(3), 175-196</td></tr><tr><td>Year:</td><td>1981</td></tr></table>"	https://doi.org/10.1016/0378-8733(81)90015-0	-0.6636	-0.1515	6	6	22	0.6718	1981	22	0.6718
724	cafiero (2021)	"<table><tr><td>Authors:</td><td>cafiero, florian; guille-escuret, paul; ward, jeremy k.</td></tr><tr><td>Title:</td><td>""i'm not an antivaxxer, but ... "": spurious and authentic diversity among vaccine critical activists ...</td></tr><tr><td>Source:</td><td>social networks, 65, 63-70</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.11.004	0.1404	1.153	10	1	21	1.9647	2021	21	1.9647
725	kisfalusi (2020)	"<table><tr><td>Authors:</td><td>kisfalusi, dorottya; pal, judit; boda, zsofia</td></tr><tr><td>Title:</td><td>bullying and victimization among majority and minority students: the role of peers' ethnic perceptions</td></tr><tr><td>Source:</td><td>social networks, 60, 48-60</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.08.006	0.2597	0.8731	4	11	21	1.2189	2020	21	1.2189
726	mora-cantallops (2019)	"<table><tr><td>Authors:</td><td>mora-cantallops, marcal; sicilia, miguel-angel</td></tr><tr><td>Title:</td><td>team efficiency and network structure: the case of professional league of legends</td></tr><tr><td>Source:</td><td>social networks, 58, 105-115</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.03.004	-0.4081	-0.1499	7	5	21	1.4176	2019	21	1.4176
727	zhou (2018)	"<table><tr><td>Authors:</td><td>zhou, zhenkun; xu, ke; zhao, jichang</td></tr><tr><td>Title:</td><td>homophily of music listening in online social networks of china</td></tr><tr><td>Source:</td><td>social networks, 55, 160-169</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.07.001	0.1939	0.2038	4	1	21	0.9018	2018	21	0.9018
728	solano (2018)	"<table><tr><td>Authors:</td><td>solano, giacomo; rooks, gerrit</td></tr><tr><td>Title:</td><td>social capital of entrepreneurs in a developing country: the effect of gender on access to and requests for resources</td></tr><tr><td>Source:</td><td>social networks, 54, 279-290</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.03.003	0.5237	0.0552	26	7	21	0.9018	2018	21	0.9018
729	withers (2018)	"<table><tr><td>Authors:</td><td>withers, michael; kim, ji youn (rose); howard, michael</td></tr><tr><td>Title:</td><td>the evolution of the board interlock network following sarbanes-oxley</td></tr><tr><td>Source:</td><td>social networks, 52, 56-67</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.05.005	-0.0916	0.3336	22	9	21	0.9018	2018	21	0.9018
730	bastomski (2017)	"<table><tr><td>Authors:</td><td>bastomski, sara; brazil, noli; papachristos, andrew v.</td></tr><tr><td>Title:</td><td>neighborhood co-offending networks, structural embeddedness, and violent crime in chicago</td></tr><tr><td>Source:</td><td>social networks, 51, 23-39</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.12.003	-0.2588	0.0358	8	8	21	0.7927	2017	21	0.7927
731	cerinsek (2015)	"<table><tr><td>Authors:</td><td>cerinsek, monika; batagelj, vladimir</td></tr><tr><td>Title:</td><td>generalized two-mode cores</td></tr><tr><td>Source:</td><td>social networks, 42, 80-87</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.04.001	-0.5281	-0.0433	26	3	21	0.535	2015	21	0.535
732	o'connor (2015)	"<table><tr><td>Authors:</td><td>o'connor, kathleen m.; gladstone, eric</td></tr><tr><td>Title:</td><td>how social exclusion distorts social network perceptions</td></tr><tr><td>Source:</td><td>social networks, 40, 123-128</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.09.002	0.2776	-0.0683	11	4	21	0.535	2015	21	0.535
733	zubcsek (2014)	"<table><tr><td>Authors:</td><td>zubcsek, peter pal; chowdhury, imran; katona, zsolt</td></tr><tr><td>Title:</td><td>information communities: the network structure of communication</td></tr><tr><td>Source:</td><td>social networks, 38, 50-62</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.02.001	-0.1884	-0.4562	7	4	21	0.4264	2014	21	0.4264
734	gaudeul (2013)	"<table><tr><td>Authors:</td><td>gaudeul, alexia; giannetti, caterina</td></tr><tr><td>Title:</td><td>the role of reciprocation in social network formation, with an application to livejournal</td></tr><tr><td>Source:</td><td>social networks, 35(3), 317-330</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.03.003	0.342	-0.0673	4	6	21	0.4054	2013	21	0.4054
735	bidart (2005b)	"<table><tr><td>Authors:</td><td>bidart, c; degenne, a</td></tr><tr><td>Title:</td><td>introduction: the dynamics of personal networks</td></tr><tr><td>Source:</td><td>social networks, 27(4), 283-287</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1016/j.socnet.2004.11.006	1.0253	-0.168	17	3	21	0.09	2005	21	0.09
736	han (1996)	"<table><tr><td>Authors:</td><td>han, sk</td></tr><tr><td>Title:</td><td>structuring relations in on-the-job networks</td></tr><tr><td>Source:</td><td>social networks, 18(1), 47-67</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/10.1016/0378-8733(95)00255-3	-0.0244	-0.6199	11	5	21	0.2996	1996	21	0.2996
737	dow (1989)	"<table><tr><td>Authors:</td><td>dow, mm; dewaal, fbm</td></tr><tr><td>Title:</td><td>assignment methods for the analysis of network subgroup interactions</td></tr><tr><td>Source:</td><td>social networks, 11(3), 237-255</td></tr><tr><td>Year:</td><td>1989</td></tr></table>"	https://doi.org/10.1016/0378-8733(89)90004-x	-0.0269	-0.5306	11	3	21	0.2079	1989	21	0.2079
738	higgins (1985)	"<table><tr><td>Authors:</td><td>higgins, ca; mcclean, rj; conrath, dw</td></tr><tr><td>Title:</td><td>the accuracy and biases of diary communication data</td></tr><tr><td>Source:</td><td>social networks, 7(2), 173-187</td></tr><tr><td>Year:</td><td>1985</td></tr></table>"	https://doi.org/10.1016/0378-8733(85)90004-8	0.4354	-0.9993	11	3	21	0.8378	1985	21	0.8378
739	panning (1982)	"<table><tr><td>Authors:</td><td>panning, wh</td></tr><tr><td>Title:</td><td>fitting block-models to data</td></tr><tr><td>Source:</td><td>social networks, 4(1), 81-101</td></tr><tr><td>Year:</td><td>1982</td></tr></table>"	https://doi.org/10.1016/0378-8733(82)90014-4	-1.0172	-0.6348	1	11	21	0.5515	1982	21	0.5515
740	peay (1980)	"<table><tr><td>Authors:</td><td>peay, er</td></tr><tr><td>Title:</td><td>connectedness in a general-model for valued networks</td></tr><tr><td>Source:</td><td>social networks, 2(4), 385-410</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	https://doi.org/10.1016/0378-8733(80)90005-2	-0.2823	-0.15	7	7	21	0.4067	1980	21	0.4067
741	runger (1980)	"<table><tr><td>Authors:</td><td>runger, g; wasserman, s</td></tr><tr><td>Title:</td><td>longitudinal analysis of friendship networks</td></tr><tr><td>Source:</td><td>social networks, 2(2), 143-154</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	https://doi.org/10.1016/0378-8733(79)90003-0	0.0579	-0.2175	4	7	21	0.4067	1980	21	0.4067
742	kuwabara (2020)	"<table><tr><td>Authors:</td><td>kuwabara, ko; zou, xi; aven, brandy; hildebrand, claudius; iyengar, sheena</td></tr><tr><td>Title:</td><td>lay theories of networking ability: beliefs that inhibit instrumental networking</td></tr><tr><td>Source:</td><td>social networks, 62, 1-11</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.01.003	0.5626	0.133	3	6	20	1.1608	2020	20	1.1608
743	halgin (2020)	"<table><tr><td>Authors:</td><td>halgin, daniel s.; borgatti, stephen p.; huang, zhi</td></tr><tr><td>Title:</td><td>prismatic effects of negative ties</td></tr><tr><td>Source:</td><td>social networks, 60, 26-33</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.07.004	0.1679	0.6501	19	8	20	1.1608	2020	20	1.1608
744	fischer (2019)	"<table><tr><td>Authors:</td><td>fischer, manuel; varone, frederic; gava, roy; sciarini, pascal</td></tr><tr><td>Title:</td><td>how mps ties to interest groups matter for legislative co-sponsorship</td></tr><tr><td>Source:</td><td>social networks, 57, 34-42</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.12.001	0.0261	0.6795	16	6	20	1.3501	2019	20	1.3501
745	piedrahita (2018)	"<table><tr><td>Authors:</td><td>piedrahita, pablo; borge-holthoefer, javier; moreno, yamir; gonzalez-bailon, sandra</td></tr><tr><td>Title:</td><td>the contagion effects of repeated activation in social networks</td></tr><tr><td>Source:</td><td>social networks, 54, 326-335</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.11.001	-0.1242	0.1871	13	3	20	0.8588	2018	20	0.8588
746	deng (2016)	"<table><tr><td>Authors:</td><td>deng, hongzhong; abell, peter; engel, ofer; wu, jun; tan, yuejin</td></tr><tr><td>Title:</td><td>the influence of structural balance and homophily/heterophobia on the adjustment of random complete signed networks</td></tr><tr><td>Source:</td><td>social networks, 44, 190-201</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.08.005	-0.317	0.7704	19	6	20	0.6714	2016	20	0.6714
747	hipp (2015)	"<table><tr><td>Authors:</td><td>hipp, john r.; wang, cheng; butts, carter t.; jose, rupa; lakon, cynthia m.</td></tr><tr><td>Title:</td><td>research note: the consequences of different methods for handling missing network data in stochastic actor based models</td></tr><tr><td>Source:</td><td>social networks, 41, 56-71</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.12.004	-0.1249	-0.0157	14	8	20	0.5096	2015	20	0.5096
749	adejumo (2008)	"<table><tr><td>Authors:</td><td>adejumo, gbemisola; duimering, p. robert; zhong, zhehui</td></tr><tr><td>Title:</td><td>a balance theory approach to group problem solving</td></tr><tr><td>Source:</td><td>social networks, 30(1), 83-99</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.socnet.2007.09.001	-0.7688	0.185	19	3	20	0.2245	2008	20	0.2245
750	barrera (2007)	"<table><tr><td>Authors:</td><td>barrera, davide</td></tr><tr><td>Title:</td><td>the impact of negotiated exchange on trust and trustworthiness</td></tr><tr><td>Source:</td><td>social networks, 29(4), 508-526</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2007.03.004	0.5014	0.6852	17	1	20	0.177	2007	20	0.177
751	johnson (1986a)	"<table><tr><td>Authors:</td><td>johnson, jc</td></tr><tr><td>Title:</td><td>social networks and innovation adoption - a look at burt use of structural equivalence</td></tr><tr><td>Source:</td><td>social networks, 8(4), 343-364</td></tr><tr><td>Year:</td><td>1986</td></tr></table>"	https://doi.org/10.1016/0378-8733(86)90002-x	-0.5615	-0.7235	1	4	20	0.2784	1986	20	0.2784
752	berkowitz (1979a)	"<table><tr><td>Authors:</td><td>berkowitz, sd; carrington, pj; kotowitz, y; waverman, l</td></tr><tr><td>Title:</td><td>determination of enterprise groupings through combined ownership and directorship ties</td></tr><tr><td>Source:</td><td>social networks, 1(4), 391-413</td></tr><tr><td>Year:</td><td>1979</td></tr></table>"	https://doi.org/10.1016/0378-8733(78)90005-9	-1.283	-0.0967	18	2	20	0.0304	1979	20	0.0304
753	diviak (2022a)	"<table><tr><td>Authors:</td><td>diviak, tomas</td></tr><tr><td>Title:</td><td>key aspects of covert networks data collection: problems, challenges, and opportunities</td></tr><tr><td>Source:</td><td>social networks, 69, 160-169</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.10.002	-0.3856	0.3848	8	18	19	2.8728	2022	19	2.8728
754	tubaro (2021a)	"<table><tr><td>Authors:</td><td>tubaro, paola</td></tr><tr><td>Title:</td><td>whose results are these anyway? reciprocity and the ethics of ""giving back"" after social network research</td></tr><tr><td>Source:</td><td>social networks, 67, 65-73</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.10.003	0.5851	-0.2371	9	10	19	1.7776	2021	19	1.7776
755	stulp (2021)	"<table><tr><td>Authors:</td><td>stulp, gert</td></tr><tr><td>Title:</td><td>collecting large personal networks in a representative sample of dutch women</td></tr><tr><td>Source:</td><td>social networks, 64, 63-71</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.07.012	0.9648	-0.3564	5	17	19	1.7776	2021	19	1.7776
756	bilecen (2018b)	"<table><tr><td>Authors:</td><td>bilecen, barak; cardona, andres</td></tr><tr><td>Title:</td><td>do transnational brokers always win? a multilevel analysis of social support</td></tr><tr><td>Source:</td><td>social networks, 53, 90-100</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.03.001	1.1275	0.0312	2	10	19	0.8159	2018	19	0.8159
757	malm (2017)	"<table><tr><td>Authors:</td><td>malm, aili; bouchard, martin; decorte, tom; vlaemynck, marieke; wouters, marije</td></tr><tr><td>Title:</td><td>more structural holes, more risk? network structure and risk perception among marijuana growers</td></tr><tr><td>Source:</td><td>social networks, 51, 127-134</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.01.006	-0.652	0.5804	8	1	19	0.7172	2017	19	0.7172
758	meredith (2017)	"<table><tr><td>Authors:</td><td>meredith, chloe; van den noortgate, wim; struyve, charlotte; gielen, sarah; kyndt, eva</td></tr><tr><td>Title:</td><td>information seeking in secondary schools: a multilevel network approach</td></tr><tr><td>Source:</td><td>social networks, 50, 35-45</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.03.006	0.0247	0.1209	15	19	19	0.7172	2017	19	0.7172
759	dittrich (2017)	"<table><tr><td>Authors:</td><td>dittrich, dino; leenders, roger th. a. j.; mulder, joris</td></tr><tr><td>Title:</td><td>bayesian estimation of the network autocorrelation model</td></tr><tr><td>Source:</td><td>social networks, 48, 213-236</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.09.002	-0.3959	-0.3383	14	8	19	0.7172	2017	19	0.7172
760	chua (2016)	"<table><tr><td>Authors:</td><td>chua, vincent; mathews, mathew; loh, yi cheng</td></tr><tr><td>Title:</td><td>social capital in singapore: gender differences, ethnic hierarchies, and their intersection</td></tr><tr><td>Source:</td><td>social networks, 47, 138-150</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.06.004	1.0397	0.2254	3	7	19	0.6378	2016	19	0.6378
761	husslage (2015)	"<table><tr><td>Authors:</td><td>husslage, bart; borm, peter; burg, twan; hamers, herbert; lindelauf, roy</td></tr><tr><td>Title:</td><td>ranking terrorists in networks: a sensitivity analysis of al qaeda's 9/11 attack</td></tr><tr><td>Source:</td><td>social networks, 42, 1-7</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.02.003	-0.6115	0.5096	8	3	19	0.4841	2015	19	0.4841
762	chen (2015)	"<table><tr><td>Authors:</td><td>chen, wenhong</td></tr><tr><td>Title:</td><td>mediatizing the network model of cultural capital: network diversity, media use, and cultural knowledge along and across ethnic boundaries</td></tr><tr><td>Source:</td><td>social networks, 40, 185-196</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.10.003	1.0669	0.481	3	1	19	0.4841	2015	19	0.4841
765	simpson (2011b)	"<table><tr><td>Authors:</td><td>simpson, brent; markovsky, barry; steketee, mike</td></tr><tr><td>Title:</td><td>network knowledge and the use of power</td></tr><tr><td>Source:</td><td>social networks, 33(2), 172-176</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.socnet.2010.10.008	0.2614	0.0521	11	6	19	0.4471	2011	19	0.4471
767	dogan (2009)	"<table><tr><td>Authors:</td><td>dogan, gonul; van assen, marcel a. l. m.; van de rijt, arnout; buskens, vincent</td></tr><tr><td>Title:</td><td>the stability of exchange networks</td></tr><tr><td>Source:</td><td>social networks, 31(2), 118-125</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.socnet.2008.12.001	-0.4789	0.7389	20	12	19	0.1943	2009	19	0.1943
768	kang (2007a)	"<table><tr><td>Authors:</td><td>kang, soong moon</td></tr><tr><td>Title:</td><td>equicentrality and network centralization: a micro-macro linkage</td></tr><tr><td>Source:</td><td>social networks, 29(4), 585-601</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2007.07.004	-0.3615	-0.3823	23	11	19	0.1682	2007	19	0.1682
769	bonacich (2004c)	"<table><tr><td>Authors:</td><td>bonacich, p</td></tr><tr><td>Title:</td><td>six degrees: the science of a connected age</td></tr><tr><td>Source:</td><td>social networks, 26(3), 285-288</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1016/j.socnet.2004.06.002	0.9872	-1.0677	28	3	19	0.3565	2004	19	0.3565
771	moerbeek (2003)	"<table><tr><td>Authors:</td><td>moerbeek, hhs; need, a</td></tr><tr><td>Title:</td><td>enemies at work: can they hinder your career?</td></tr><tr><td>Source:</td><td>social networks, 25(1), 67-82</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00037-0	0.85	0.276	15	3	19	0.0945	2003	19	0.0945
772	liberman (1998)	"<table><tr><td>Authors:</td><td>liberman, s; wolf, kb</td></tr><tr><td>Title:</td><td>bonding number in scientific disciplines</td></tr><tr><td>Source:</td><td>social networks, 20(3), 239-246</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1016/s0378-8733(98)00003-3	-0.7798	-0.4316	15	3	19	0.3169	1998	19	0.3169
773	brewer (1993)	"<table><tr><td>Authors:</td><td>brewer, dd</td></tr><tr><td>Title:</td><td>patterns in the recall of persons in a student community</td></tr><tr><td>Source:</td><td>social networks, 15(4), 335-359</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1016/0378-8733(93)90011-9	0.6324	-0.739	5	14	19	0.4313	1993	19	0.4313
774	michaelson (1993)	"<table><tr><td>Authors:</td><td>michaelson, ag</td></tr><tr><td>Title:</td><td>the development of a scientific specialty as diffusion through social-relations - the case of role analysis</td></tr><tr><td>Source:</td><td>social networks, 15(3), 217-236</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1016/0378-8733(93)90006-7	-0.2414	-0.3524	25	4	19	0.4313	1993	19	0.4313
776	arabie (1984)	"<table><tr><td>Authors:</td><td>arabie, p</td></tr><tr><td>Title:</td><td>validation of sociometric structure by data on individuals attributes</td></tr><tr><td>Source:</td><td>social networks, 6(4), 373-403</td></tr><tr><td>Year:</td><td>1984</td></tr></table>"	https://doi.org/10.1016/0378-8733(84)90009-1	-0.3109	-0.823	1	10	19	0.2686	1984	19	0.2686
777	hammer (1980b)	"<table><tr><td>Authors:</td><td>hammer, m</td></tr><tr><td>Title:</td><td>social access and the clustering of personal connections</td></tr><tr><td>Source:</td><td>social networks, 2(4), 305-325</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	https://doi.org/10.1016/0378-8733(80)90001-5	0.3497	-0.7798	5	4	19	0.368	1980	19	0.368
778	lerner (2021)	"<table><tr><td>Authors:</td><td>lerner, juergen; lomi, alessandro; mowbray, john; rollings, neil; tranmer, mark</td></tr><tr><td>Title:</td><td>dynamic network analysis of contact diaries</td></tr><tr><td>Source:</td><td>social networks, 66, 224-236</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.04.001	-0.3139	0.3238	10	17	18	1.684	2021	18	1.684
779	di tommaso (2020)	"<table><tr><td>Authors:</td><td>di tommaso, giorgia; gatti, mauro; iannotta, michela; mehra, ajay; stilo, giovanni; velardi, paola</td></tr><tr><td>Title:</td><td>gender, rank, and social networks on an enterprise social media platform</td></tr><tr><td>Source:</td><td>social networks, 62, 58-67</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.02.007	0.6147	0.7719	3	2	18	1.0447	2020	18	1.0447
780	mirc (2020)	"<table><tr><td>Authors:</td><td>mirc, nicola; parker, andrew</td></tr><tr><td>Title:</td><td>if you do not know who knows what: advice seeking under changing conditions of uncertainty after an acquisition</td></tr><tr><td>Source:</td><td>social networks, 61, 53-66</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.08.006	0.1152	0.4273	24	11	18	1.0447	2020	18	1.0447
781	burchard (2018)	"<table><tr><td>Authors:</td><td>burchard, jake; cornwell, benjamin</td></tr><tr><td>Title:</td><td>structural holes and bridging in two-mode networks</td></tr><tr><td>Source:</td><td>social networks, 55, 11-20</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.04.001	-0.5143	-0.1401	7	5	18	0.773	2018	18	0.773
782	everett (2018)	"<table><tr><td>Authors:</td><td>everett, martin g.; broccatelli, chiara; borgatti, stephen p.; koskinen, johan</td></tr><tr><td>Title:</td><td>measuring knowledge and experience in two mode temporal networks</td></tr><tr><td>Source:</td><td>social networks, 55, 63-73</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.05.003	-0.7023	0.436	8	10	18	0.773	2018	18	0.773
783	berlusconi (2017)	"<table><tr><td>Authors:</td><td>berlusconi, giulia; aziani, alberto; giommoni, luca</td></tr><tr><td>Title:</td><td>the determinants of heroin flows in europe: a latent space approach</td></tr><tr><td>Source:</td><td>social networks, 51, 104-117</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.03.012	-0.6573	0.2354	10	2	18	0.6795	2017	18	0.6795
784	bouranis (2017)	"<table><tr><td>Authors:</td><td>bouranis, lampros; friel, nial; maire, florian</td></tr><tr><td>Title:</td><td>efficient bayesian inference for exponential random graph models by correcting the pseudo-posterior distribution</td></tr><tr><td>Source:</td><td>social networks, 50, 98-108</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.03.013	-0.3813	0.7582	10	6	18	0.6795	2017	18	0.6795
